id,ranking_score,agent_id,geography_name,sq_meters,price,year_of_construction,floor,subtype,rooms,no_of_bathrooms,no_of_wc,ad_type,living_rooms,kitchens,balcony_area,lux_home,new_development,garage,furnished,preserved,investment,unfinished,heating_under_floor,renovated,requires_renovation,airy,bright,painted,garden,ac,storage,balcony,internal_stairs,view,secure_door,penthouse,alarm,corner,holiday_home,student_home,night_power,neoclassic,double_glass,for_commercial_use,fireplace,elevator,satellite,solar_heater,attic,pool,playroom
42911697,47.0,14680.0,northern sub,567,200000,2005,1,apartment,4,0,0,simple,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
43018583,134.7,15502.0,northern sub,642,550000,1992,0,detached,5,4,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
39670968,71.0,9807.0,northern sub,320,500000,2009,0,detached,2,2,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
39740833,122.0,14682.0,northern sub,95,230000,2007,1,apartment,3,1,1,simple,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
39742998,126.7,14682.0,northern sub,195,370000,2007,0,maisonette,4,1,2,simple,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
39813890,133.8,14682.0,northern sub,318,560000,2011,0,detached,6,5,1,simple,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36078547,116.5,8906.0,northern sub,291,970000,2010,0,maisonette,3,2,1,simple,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
43027442,142.0,14007.0,northern sub,350,550000,1993,0,detached,5,3,2,simple,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
36152206,154.5,8123.0,northern sub,400,850000,2008,0,detached,6,4,1,simple,2,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
43045884,27.8,11545.0,northern sub,583,220000,0,0,detached,0,0,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42932512,160.5,8855.0,northern sub,440,1050000,1994,0,detached,4,5,1,simple,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1
38815541,127.0,10177.0,northern sub,185,390000,1976,1,apartment,4,1,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
43208870,124.8,11210.0,northern sub,300,550000,1993,0,detached,5,3,1,simple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41431871,116.0,10019.0,northern sub,268,420000,2010,0,maisonette,4,2,1,up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
43226076,144.0,14682.0,northern sub,480,1050000,1995,0,detached,7,6,1,simple,0,2,200,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
42301798,159.7,8855.0,northern sub,330,500000,2010,0,maisonette,3,2,2,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
42343780,145.5,12423.0,northern sub,270,420000,2012,0,maisonette,4,2,2,simple,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
42344900,144.7,12423.0,northern sub,270,420000,2012,0,maisonette,4,3,1,simple,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
42344936,148.4,12423.0,northern sub,160,330000,2009,2,maisonette,4,2,1,simple,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42359374,145.5,11166.0,northern sub,230,370000,2012,0,maisonette,2,3,1,simple,2,2,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
42359450,100.0,9960.0,northern sub,230,370000,2009,0,maisonette,4,4,1,simple,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1
42361144,156.7,8855.0,northern sub,230,370000,2009,0,maisonette,3,3,1,simple,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
39398538,102.4,9831.0,northern sub,385,650000,1992,0,detached,4,2,2,up,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
41696424,169.5,11404.0,northern sub,330,450000,2010,0,detached,3,2,2,up,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1
39431324,117.4,9252.0,northern sub,185,390000,1976,1,apartment,4,2,1,simple,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
39437349,125.4,10259.0,northern sub,385,700000,1992,0,detached,4,2,2,simple,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
40918888,68.8,8155.0,northern sub,85,200000,1962,0,detached,3,0,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42381817,140.1,13328.0,northern sub,330,480000,2010,0,detached,3,3,1,simple,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43404007,147.5,11166.0,northern sub,270,460000,1998,0,detached,3,2,1,star,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1
42798649,125.0,12727.0,northern sub,145,300000,2003,0,maisonette,4,1,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
42412316,136.4,6037.0,northern sub,230,375000,2010,0,maisonette,4,4,1,simple,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42437080,162.8,16701.0,northern sub,230,370000,2012,-1,maisonette,5,4,2,simple,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
34805050,119.2,8253.0,northern sub,450,550000,2009,0,detached,8,4,2,simple,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
42950437,163.5,16559.0,northern sub,330,800000,2006,0,detached,5,4,1,premium,2,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1
41930319,143.2,10949.0,northern sub,428,670000,1997,0,detached,4,4,0,premium,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
41959003,162.0,9759.0,northern sub,370,475000,1994,0,detached,4,4,2,simple,2,2,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42961401,116.5,11210.0,northern sub,95,180000,1982,0,detached,1,1,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41993358,119.9,15490.0,northern sub,567,180000,2005,0,building,0,0,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42962510,120.0,12727.0,northern sub,92,250000,1980,0,detached,2,1,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
43014638,179.0,9781.0,northern sub,400,550000,1987,0,detached,5,2,2,simple,2,2,50,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
42061888,130.0,11166.0,northern sub,340,1300000,1999,0,detached,5,0,0,simple,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
38895271,82.8,9831.0,northern sub,480,1100000,1985,0,detached,5,4,1,up,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1
38918094,110.3,10259.0,northern sub,500,1100000,2005,-1,detached,5,3,2,simple,2,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1
38968527,133.3,10243.0,northern sub,185,390000,1976,1,apartment,4,1,1,simple,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
38994404,120.2,14007.0,northern sub,118,300000,1980,0,apartment,2,1,1,simple,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
39169282,147.0,11404.0,northern sub,185,390000,1976,1,apartment,4,2,1,simple,1,1,70,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
39907794,135.5,11404.0,northern sub,340,1300000,2004,0,detached,6,3,2,simple,2,2,70,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
39912765,57.6,11545.0,northern sub,340,1300000,0,0,detached,5,4,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
39950768,139.8,13445.0,northern sub,580,2000000,1985,0,villa,7,5,3,simple,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
40012422,115.3,9809.0,northern sub,190,750000,1960,0,detached,4,2,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40907685,127.4,16754.0,northern sub,85,200000,1967,0,detached,2,1,0,simple,1,1,30,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40072732,85.8,15129.0,northern sub,190,700000,1961,0,detached,4,2,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
36874731,67.0,11404.0,northern sub,185,300000,1974,0,detached,5,3,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
36933464,87.6,11545.0,northern sub,190,390000,1987,1,apartment,4,2,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
37163871,118.9,10949.0,northern sub,330,850000,2009,0,detached,4,3,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37417869,109.0,9831.0,northern sub,330,850000,2009,-1,detached,4,3,1,simple,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1
37905075,126.1,10949.0,northern sub,500,2000000,0,0,detached,6,4,1,simple,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43407897,93.5,8155.0,northern sub,270,460000,1998,0,detached,3,2,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
43408843,136.7,15749.0,northern sub,270,460000,1998,1,detached,3,2,1,star,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
40986917,93.0,14137.0,northern sub,138,195000,1962,0,detached,3,2,0,simple,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
43174684,96.5,9960.0,northern sub,250,500000,2000,0,maisonette,5,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
43414416,99.5,9960.0,northern sub,270,460000,1998,0,detached,4,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
41026374,147.4,13328.0,northern sub,95,200000,1962,0,detached,2,1,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43425147,128.0,13456.0,northern sub,270,460000,1998,0,detached,3,2,1,star,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42090651,141.9,14682.0,northern sub,270,530000,1997,0,maisonette,3,2,2,simple,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43431198,139.0,13328.0,northern sub,270,460000,1998,0,detached,3,2,2,simple,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
43432074,91.5,9831.0,northern sub,270,460000,1998,0,detached,3,3,0,star,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
41167915,140.0,8906.0,northern sub,350,490000,1995,0,detached,4,3,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
41187613,138.7,6976.0,northern sub,360,490000,1995,0,detached,4,3,1,simple,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41189599,104.5,13456.0,northern sub,350,500000,1995,0,detached,4,4,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43447877,130.9,9809.0,northern sub,270,460000,1998,0,detached,3,2,2,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
43448558,65.9,11545.0,northern sub,180,460000,2000,0,maisonette,3,2,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
41208195,141.2,14750.0,northern sub,360,490000,1995,0,detached,3,2,2,simple,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
41219454,136.5,13456.0,northern sub,330,750000,1983,0,maisonette,4,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42198118,138.0,8906.0,northern sub,310,1200000,1963,0,detached,4,2,1,simple,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43460030,106.3,12786.0,northern sub,270,460000,1998,0,detached,3,2,1,star,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0
41285875,170.0,11404.0,northern sub,350,500000,1995,0,detached,4,3,1,star,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
41370412,109.3,9599.0,northern sub,150,450000,2006,0,detached,3,2,1,simple,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43443785,120.0,10019.0,northern sub,280,460000,1998,0,detached,4,2,1,premium,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
41233678,142.0,8906.0,northern sub,330,550000,1978,0,maisonette,4,3,1,simple,2,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
41727294,169.0,10961.0,northern sub,480,950000,1985,0,detached,5,4,1,simple,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1
41798730,143.0,8910.0,northern sub,112,225000,1980,2,apartment,3,1,1,simple,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0
42852009,83.0,14915.0,northern sub,500,590000,1978,0,villa,5,4,1,up,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
34854227,144.9,9759.0,northern sub,215,650000,2009,0,apartment,3,2,1,simple,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
42740856,95.7,9960.0,northern sub,260,430000,1980,1,apartment,4,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42863920,122.0,17757.0,northern sub,255,850000,2015,0,maisonette,4,2,1,simple,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1
34884358,81.3,8155.0,northern sub,480,2600000,1974,0,detached,6,4,2,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
34896558,154.5,8123.0,northern sub,290,1050000,2011,0,maisonette,5,3,1,simple,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1
42879103,126.5,14680.0,northern sub,180,360000,0,2,maisonette,4,3,1,simple,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1
42883825,100.8,10961.0,northern sub,180,360000,0,2,maisonette,4,3,1,simple,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
42884593,125.0,8855.0,northern sub,546,900000,1979,0,maisonette,3,3,1,simple,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
34980530,145.5,8123.0,northern sub,245,1250000,2011,0,maisonette,4,4,1,simple,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0
34980537,152.9,8123.0,northern sub,295,1200000,2011,0,maisonette,4,3,1,simple,1,1,200,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
42891876,144.0,10920.0,northern sub,180,360000,2005,1,maisonette,3,2,1,simple,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42892293,96.5,19280.0,northern sub,300,650000,1997,3,maisonette,3,2,1,simple,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
42900650,101.5,6350.0,northern sub,236,880000,2011,0,apartment,4,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
42901445,160.0,11404.0,northern sub,180,330000,2005,0,maisonette,4,2,1,premium,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1
42902137,71.4,11545.0,northern sub,180,360000,0,2,maisonette,3,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
35023141,69.4,9252.0,northern sub,110,150000,1976,1,apartment,2,1,1,simple,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42908823,152.0,15490.0,northern sub,180,360000,2005,2,maisonette,3,2,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42911022,97.3,9619.0,northern sub,248,600000,2008,0,apartment,4,1,2,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42911285,172.0,14007.0,northern sub,340,550000,1985,1,apartment,4,3,1,premium,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42754867,78.5,10902.0,northern sub,267,420000,1958,0,apartment,2,3,0,simple,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
42755150,65.7,11545.0,northern sub,250,600000,2008,0,maisonette,5,3,1,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
42759976,103.0,11132.0,northern sub,250,550000,2007,1,maisonette,5,3,1,simple,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
35092986,142.0,8123.0,northern sub,200,800000,2009,1,apartment,4,2,1,simple,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
42919795,74.5,8155.0,northern sub,180,360000,0,2,maisonette,4,0,0,simple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
42761295,126.0,11210.0,northern sub,147,350000,1983,3,apartment,3,1,0,simple,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42762249,94.3,12752.0,northern sub,280,700000,1999,0,maisonette,4,4,1,simple,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
42920403,119.0,7922.0,northern sub,180,360000,2019,2,maisonette,4,3,1,simple,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42925264,119.0,10961.0,northern sub,370,1200000,1996,1,maisonette,4,3,1,simple,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42768159,111.5,15094.0,northern sub,935,1700000,2019,0,building,255,5,5,simple,0,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
42778299,112.0,13456.0,northern sub,244,700000,1958,0,detached,3,2,1,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42778949,151.0,12423.0,northern sub,340,550000,1985,1,maisonette,3,2,1,simple,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
42927276,97.5,9831.0,northern sub,438,1300000,1993,0,maisonette,5,3,1,premium,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
